family_id,earliest_publication_date,distinct_publication_numbers,distinct_country_codes,distinct_cpc_codes,distinct_ipc_codes,citing_families,cited_families
49477534,2015-01-13,US-8932673-B2,US,"B01J23/72,B01J37/34,B82Y30/00,B82Y40/00,C01B32/186","B05D3/10,C01B31/04,C23C16/00","",""
49482548,2015-01-07,CN-104272053-A,CN,"F25B39/02,F28F1/325","F25B39/02,F28F1/32","",""
49512621,2015-01-22,KR-20150008388-A,KR,"A61K31/573,B23B2226/275,B23C2210/0457,B23C2210/0492,B23C2210/204,B23C2210/32,B23C2210/486,B23C2226/27,B23C5/10,Y10T407/1948","B23C5/10,B23P15/34","",""
49514741,2015-01-07,CN-104271543-A,CN,"B01D11/00,B01D3/40,C07C2/74,C07C2601/14,C07C37/08,C07C37/80,C07C407/00,C07C41/01,C07C41/56,C07C43/188,C07C43/196,C07C43/317,C07C45/53,C07C45/83,C09K3/00","C07C37/80,C07C39/04,C07C43/188,C07C43/196,C07C43/317,C07C45/83,C07C49/403","",""
49550323,2015-01-22,DE-112013002368-T5,DE,"C03C2204/00,C03C2205/00,C03C2207/00,C03C3/091,C03C3/093,C03C8/02,H01L21/02112,H01L21/316,H01L21/76232,H01L23/291,H01L23/3171,H01L23/3178,H01L23/3192,H01L23/564,H01L29/66136,H01L29/8611,H01L29/8613,H01L2924/0002","C03C3/091,C03C3/093,C03C8/02,H01L21/316","",""
49583830,2015-01-21,CN-104302474-A,CN,"H01L23/3735,H01L23/3737,H01L2924/0002","B32B27/18,B32B7/02,H01L23/373,H05K7/20","",""
49620598,2015-01-14,CN-104285046-A,CN,"F01M13/0416,F01M2013/0433,F01M2013/0461,F02M25/06,Y02T10/12",F01M13/04,"",""
49708829,2015-01-15,WO-2015003418-A1,WO,"H04W76/15,H04W84/12,Y02D30/70",H04W84/12,"",""
49753290,2015-01-23,FR-3008769-A1,FR,"A01G9/249,F21K9/00,F21W2131/107,F21Y2103/33,F21Y2105/10,F21Y2105/12,F21Y2113/13,F21Y2115/10,G01N21/8806","F21S4/00,F21W131/40,F21Y101/02","",""
49768009,2015-01-14,CN-104285396-A,CN,"H04B7/024,H04B7/0456,H04B7/0621,H04B7/0626,H04B7/063,H04B7/0632,H04B7/0634,H04B7/0639,H04L1/00,H04L1/0001,H04L1/0002,H04L1/003,H04L1/0031,H04L1/1607,H04L5/0035",H04L1/00,"",""
49876755,2015-01-29,WO-2015011406-A2,WO,"G06T2207/10072,G06T2207/20036,G06T2207/30004,G06T7/11,G06T7/187","","",""
49912861,2015-01-27,US-8939137-B2,US,F41B5/143,"F41B5/14,F41B5/22","",""
50120821,2015-01-21,CN-103602551-B,CN,"","A61K36/9064,A61P1/14,C12G3/02,C12G3/04,C12R1/865","",""
50241170,2015-01-28,EP-2830380-A1,EP,"H04W72/12,H04W72/21,H04W72/23,H04W76/00","H04W72/04,H04W72/12","",""
50244931,2015-01-14,CN-103639574-B,CN,"B23K2103/16,B23K33/00,B23K9/167,B23K9/23","B23K9/167,B23K9/23","",""
50289362,2015-01-08,DE-102013006601-B4,DE,"B05B1/1609,B05B1/169,B05B1/18,E03C1/0409","B05B1/02,B05B1/12,B05B1/16,B05B1/18,E03C1/02","",""
50349958,2015-01-22,WO-2014164223-A3,WO,"E21B29/04,E21B29/08,E21B33/035,E21B33/063,E21B33/064,E21B34/04,E21B43/013","E21B29/04,E21B29/08,E21B33/035,E21B33/06,E21B33/064,E21B34/04","",""
50382447,2015-01-08,DE-102013106632-A1,DE,"B60C3/04,B60C9/06,B60C9/10,B60C9/12",B60C9/06,"",""
50972492,2015-01-05,JP-2015001248-A,JP,"F16H55/08,F16H55/0806,Y10T74/19949,Y10T74/19972",F16H55/08,"",""
50979651,2015-01-08,DE-102013107050-A1,DE,"B60B35/006,B60B35/08,B60B35/12,B60B35/16,B60G2200/31,B60G2204/148,B60G2204/4306,B60G2206/11,B60G2206/32,B60G2300/02,B60G7/008,B60G9/003,B60Y2200/14","B60B35/12,B60B35/14,B60B35/16,B60B35/18,B60G7/00,B60G9/02","",""
51205314,2015-01-29,US-2015029490-A1,US,"G01S17/36,G01S17/42,G01S7/4817,G02B26/0833,G02B26/12","G01S17/36,G02B26/08,G02B26/12","",""
51263975,2015-01-13,US-8933415-B2,US,"A61N2005/1088,A61N5/1077,H01J27/24","A61N5/10,G21K5/04,H01J27/24","",""
51429290,2015-01-29,DE-102013109451-A1,DE,"H10K2102/00,H10K50/19,H10K50/81,H10K50/82,H10K71/441",H10K99/00,"",""
51619108,2015-01-15,KR-101483133-B1,KR,"H01M10/0486,H01M10/0525,H01M2200/00,H01M2220/30,H01M50/103,H01M50/159,H01M50/176,H01M50/529,H01M50/55,H01M50/553,H01M50/566,Y02E60/10,Y02P70/50","H01M50/103,H01M50/159,H01M50/176,H01M50/528,H01M50/529,H01M50/55,H01M50/553,H01M50/566","",""
51948283,2015-01-08,US-2015008682-A1,US,"E05B15/022,E05B2015/027,E05C1/004,E05C1/04,E05C1/10,Y10T29/49895,Y10T292/096,Y10T292/1022,Y10T292/707","E05C1/00,E05C1/10","",""
52105920,2015-01-08,DE-102013011147-A1,DE,B65G69/2829,B65G69/28,"",""
52107112,2015-01-15,DE-102013013371-A1,DE,"B60R16/03,F02N11/0862,F02N11/0866,F02N11/087,F02N2011/0874,F02N2011/0877,F02N2011/0885,F02N2250/02","B60R16/03,H02G3/02","",""
52107510,2015-01-15,US-2015014556-A1,US,"F16K3/184,F16K3/3165,F16K31/12,F16K51/02,H01L21/02","F16K3/18,F16K3/316,F16K31/12","",""
52107585,2015-01-15,DE-102014223210-A1,DE,"B60L15/20,B60L2220/14,B60L2240/421,B60L2240/423,B60L2240/427,B60L2240/429,B60L50/51,H02P21/06,H02P21/18,H02P21/20,H02P6/08,Y02T10/64,Y02T10/70,Y02T10/72","H02P21/06,H02P21/14","",""
52114885,2015-01-19,JP-2015009704-A,JP,"B60T13/142,B60T13/146,B60T13/586,B60T13/662,B60T13/686,B60T7/042,B60T8/4077,B60T8/441","B60T11/18,B60T7/06","",""
52116507,2015-01-01,US-2015006254-A1,US,"G06Q30/0201,G06Q50/16",G06Q30/02,"",""
52132851,2015-01-12,KR-20150004080-A,KR,"H04R2225/61,H04R25/00",H04R25/00,"",""
52132853,2015-01-14,KR-20150005089-A,KR,"G06F1/1601,G06F3/043,G09F9/00,G09F9/30,H04R1/028,H04R2499/15",G09F9/00,"",""
52132994,2015-01-14,KR-20150005035-A,KR,"B01J6/00,C01F11/00,C01G23/00,C01G23/006,C01P2002/72,C01P2004/03,C01P2004/62,C01P2004/64,Y10T428/2982","B01J6/00,C01F11/00,C01G23/00","",""
52133407,2015-01-08,US-2015012284-A1,US,"G06F19/3481,G16H20/30",G06F19/00,"",""
52137246,2015-01-21,JP-5657056-B2,JP,"",B65G13/06,"",""
52142059,2015-01-19,JP-2015010512-A,JP,"C22C19/05,C22C19/052,C22C19/053,C22C19/058,C22C37/00,C22C38/00,C22C38/40,C22C38/44,C22C38/48,C22F1/10,F01D17/165,F01D25/005,F02B37/24,F05D2220/40,F05D2230/411,F05D2300/506,Y02T10/12","C22C19/05,C22C37/00,C22C38/00,F01D17/16,F02B37/24,F02B39/00","",""
52147015,2015-01-07,CN-104255326-A,CN,"A01G17/06,A01G9/00,A01G9/023,A01G9/12","A01C23/04,A01G17/02,A01G17/06,A01G27/06,A01G9/02,A01G9/12","",""
52147544,2015-01-07,CN-104255858-A,CN,"A21D13/06,A21D2/181,A21D2/36","A21D13/00,A21D2/36,A23L33/00","",""
52147710,2015-01-07,CN-104256024-A,CN,"","A23F5/00,A23F5/24","",""
52148167,2015-01-07,CN-104256481-A,CN,"A23L27/00,A23L27/10,A23L33/00,A23V2002/00","A23L33/10,A23L33/105","",""
52148364,2015-01-07,CN-104256679-A,CN,"A23L13/20,A23L13/40,A23L13/42,A23L13/428,A23L33/10,A23L33/105,A23L7/10,A23V2002/00",A23L7/117,"",""
52148752,2015-01-07,CN-104257070-A,CN,"","A45C13/30,A45C3/00","",""
52149528,2015-01-07,CN-104257871-A,CN,"A61K2236/331,A61K2236/333,A61K2236/39,A61K2236/51,A61K2236/53,A61K33/06,A61K35/644,A61K36/11,A61K36/15,A61K36/185,A61K36/264,A61K36/28,A61K36/284,A61K36/29,A61K36/30,A61K36/34,A61K36/41,A61K36/47,A61K36/48,A61K36/489,A61K36/53,A61K36/537,A61K36/539,A61K36/575,A61K36/59,A61K36/71,A61K36/718,A61K36/738,A61K36/752,A61K36/77,A61K36/808,A61K36/85,A61K36/896,A61K9/0014,A61K9/06,A61K9/2059,A61K9/485","A61K33/06,A61K35/64,A61K36/808,A61K36/896,A61P31/04","",""
52149915,2015-01-07,CN-104258258-A,CN,"A61K2236/331,A61K2236/39,A61K2236/53,A61K35/36,A61K36/076,A61K36/11,A61K36/185,A61K36/232,A61K36/282,A61K36/284,A61K36/344,A61K36/39,A61K36/40,A61K36/46,A61K36/481,A61K36/487,A61K36/539,A61K36/65,A61K36/71,A61K36/736,A61K36/804,A61K36/815,A61K36/8945,A61K36/9062,A61K36/9064,A61K9/2031","A61K35/36,A61K36/9064,A61K9/20,A61P15/06","",""
52150240,2015-01-07,CN-104258591-A,CN,"",B01D3/14,"",""
52151024,2015-01-07,CN-104259379-A,CN,B22C1/02,B22C1/02,"",""
52153144,2015-01-07,CN-104261517-A,CN,"C02F1/461,C02F2101/38",C02F1/461,"",""
52153336,2015-01-07,CN-104261714-A,CN,Y02W30/91,C04B18/12,"",""
52153389,2015-01-07,CN-104261767-A,CN,"","C04B28/04,C04B38/00","",""
52153686,2015-01-07,CN-104262064-A,CN,"C05C1/00,C05G3/00,C05G3/90",C05G3/90,"",""
52154194,2015-01-07,CN-104262591-A,CN,Y02E10/549,"C08G61/12,H01L51/46","",""
52154634,2015-01-07,CN-104263043-A,CN,"","C09D4/06,C09D5/18","",""
52156160,2015-01-07,CN-104264596-A,CN,"B32B1/00,B32B1/08,B32B15/02,B32B15/16,B32B15/18,B32B2250/02,B32B2260/025,B32B2260/046,B32B2262/101,B32B2264/10,B32B2307/10,B32B2307/102,B32B2307/712,B32B2307/714,B32B2307/7265,B32B2307/73,B32B2419/00,B32B2605/10,B32B3/04,B32B5/028,B32B5/16,B32B5/30,B32B7/05,B32B7/08,E01F8/0011,E01F8/0029,E01F8/0047,G10K11/165,G10K11/168","B32B7/08,E01F8/00","",""
52156498,2015-01-07,CN-104264936-A,CN,"","B32B21/04,E04F15/02,E04F15/22","",""
52157025,2015-01-07,CN-104265468-A,CN,"",F02D17/04,"",""
52157062,2015-01-07,CN-104265505-A,CN,"",F02K7/00,"",""
52157125,2015-01-07,CN-104265568-A,CN,"F03D7/0256,F03D7/028,F03D7/04,F05B2270/1012,F05B2270/1033,F05B2270/327,Y02E10/72",F03D7/04,"",""
52157292,2015-01-07,CN-104265736-A,CN,F15B21/041,F15B21/04,"",""
52159341,2015-01-07,CN-104267813-A,CN,G06F3/014,G06F3/01,"",""
52159578,2015-01-07,CN-104268055-A,CN,"","G06F11/30,G06F11/36","",""
52159701,2015-01-07,CN-104268179-A,CN,"G06F16/2282,G06F16/353",G06F17/30,"",""
52159873,2015-01-07,CN-104268352-A,CN,"",G06F17/50,"",""
52161379,2015-01-07,CN-104269877-A,CN,"H02J3/383,Y02E10/56",H02J3/38,"",""
52161669,2015-01-07,CN-104270168-A,CN,"",H04B1/7075,"",""
52161925,2015-01-07,CN-104270436-A,CN,G06F16/90344,"H04L29/08,H04W8/20","",""
52162225,2015-01-07,CN-104270754-A,CN,"H04L63/0853,H04T2001/113,H04W12/06",H04W12/06,"",""
52162900,2015-01-07,CN-204070114-U,CN,"","A01K13/00,A47L7/00","",""
52163710,2015-01-07,CN-204070928-U,CN,"","A45C13/02,A45C5/14,A45C9/00","",""
52164010,2015-01-07,CN-204071228-U,CN,"","A47C1/026,A47C7/00","",""
52164106,2015-01-07,CN-204071325-U,CN,"","A47C21/04,A47C27/00,A47C31/00,A47C31/12","",""
52164279,2015-01-07,CN-204071498-U,CN,"",A47G11/00,"",""
52165198,2015-01-07,CN-204072426-U,CN,"",A61F5/052,"",""
52165267,2015-01-07,CN-204072495-U,CN,"","A61F13/472,A61F13/475,A61L15/44","",""
52165600,2015-01-07,CN-204072829-U,CN,"",A61L2/07,"",""
52165794,2015-01-07,CN-204073023-U,CN,"",A61M16/06,"",""
52165847,2015-01-07,CN-204073076-U,CN,"",A61M35/00,"",""
52166194,2015-01-07,CN-204073426-U,CN,"","A63H23/00,A63H29/22,A63H29/24","",""
52166556,2015-01-07,CN-204073789-U,CN,"","B01D47/00,B01D53/18","",""
52167100,2015-01-07,CN-204074334-U,CN,"","B05B15/00,B05B9/04","",""
52167348,2015-01-07,CN-204074583-U,CN,"","B08B3/02,B08B5/02","",""
52167421,2015-01-07,CN-204074656-U,CN,"",B08B9/08,"",""
52168626,2015-01-07,CN-204075864-U,CN,"",B23Q7/08,"",""
52168895,2015-01-07,CN-204076133-U,CN,"",B25B23/00,"",""
52171588,2015-01-07,CN-204078849-U,CN,"",B65G47/76,"",""
52171738,2015-01-07,CN-204079000-U,CN,"",B65H19/20,"",""
52171788,2015-01-07,CN-204079050-U,CN,"","B65H37/00,B65H43/06,B65H43/08","",""
52173886,2015-01-07,CN-204081152-U,CN,"","E04B2/74,E04B2/82","",""
52173948,2015-01-07,CN-204081214-U,CN,"",E04C1/40,"",""
52174367,2015-01-07,CN-204081634-U,CN,"","E04D1/08,E04H15/28,E04H15/34","",""
52174562,2015-01-07,CN-204081831-U,CN,"",E06B3/36,"",""
52174725,2015-01-07,CN-204081994-U,CN,"","E21B15/00,E21B7/00","",""
52175766,2015-01-07,CN-204083043-U,CN,"",F16F9/42,"",""
52176181,2015-01-07,CN-204083460-U,CN,"","F16K1/20,F16K31/20","",""
52176391,2015-01-07,CN-204083671-U,CN,"",F16M1/04,"",""
52177391,2015-01-07,CN-204084681-U,CN,"",F24F3/16,"",""
52177397,2015-01-07,CN-204084687-U,CN,"Y02A30/274,Y02P70/62","D01H13/28,F24F11/00,F24F5/00,F25B27/02","",""
52177595,2015-01-07,CN-204084889-U,CN,"Y02E10/44,Y02E10/47","F24J2/46,F24J2/52,F24S10/70,F24S23/70","",""
52177788,2015-01-07,CN-204085085-U,CN,"","F26B11/04,F26B21/00","",""
52178186,2015-01-07,CN-204085483-U,CN,"",G01B21/06,"",""
52178554,2015-01-07,CN-204085852-U,CN,"","F23D14/02,F23D14/78,G01M13/00","",""
52180763,2015-01-07,CN-204088081-U,CN,"",H01H1/50,"",""
52180928,2015-01-07,CN-204088247-U,CN,"",H01H85/22,"",""
52181184,2015-01-07,CN-204088509-U,CN,"Y02E60/10,Y02P70/50",H01M10/12,"",""
52182685,2015-01-07,CN-204090019-U,CN,"","H04N21/63,H04N7/18","",""
52248646,2015-01-14,CN-104272894-A,CN,"",A01B1/04,"",""
52248738,2015-01-14,CN-104272992-A,CN,"A01G9/00,A01G9/02","A01C23/04,A01G9/02","",""
52251599,2015-01-14,CN-104276094-A,CN,B60R5/04,B60R5/04,"",""
52251918,2015-01-14,CN-104276493-A,CN,B66B11/0226,B66B11/02,"",""
52254388,2015-01-14,CN-104279153-A,CN,"",F04B51/00,"",""
52254776,2015-01-14,CN-104279628-A,CN,"F24F11/89,F24F2221/125,F24F3/16","F24F1/00,F24F11/02","",""
52255604,2015-01-14,CN-104280516-A,CN,"","G01N21/78,G01N31/22","",""
52255687,2015-01-14,CN-104280612-A,CN,"",G01R23/16,"",""
52256064,2015-01-14,CN-104281067-A,CN,G05B19/04,G05B19/04,"",""
52256370,2015-01-14,CN-104281468-A,CN,"G06F12/0888,G06F2009/45583,G06F2009/45595,G06F9/45533,G06F9/45558,H04L67/568","G06F17/30,G06F9/445","",""
52258038,2015-01-14,CN-104283472-A,CN,"H02P9/006,H02P9/305","H02H7/06,H02P9/30","",""
52260668,2015-01-14,CN-204092197-U,CN,"",A61B19/00,"",""
52260773,2015-01-14,CN-204092302-U,CN,"",A61F5/40,"",""
52261057,2015-01-14,CN-204092584-U,CN,"","A61J1/05,A61J1/10,A61J1/14","",""
52262179,2015-01-14,CN-204093709-U,CN,"","B07B1/28,B07B1/46","",""
52263066,2015-01-14,CN-204094597-U,CN,"","B24B21/00,B24B21/18,B24B41/00","",""
52264385,2015-01-14,CN-204095938-U,CN,Y02T10/82,B62D35/00,"",""
52265300,2015-01-14,CN-204096855-U,CN,"",B66B11/02,"",""
52266549,2015-01-14,CN-204098106-U,CN,"",E02F3/815,"",""
52266830,2015-01-14,CN-204098392-U,CN,"",E04F13/075,"",""
52267515,2015-01-14,CN-204099081-U,CN,Y02T10/12,"F01N5/02,F02M23/14,F02M31/08,F02M31/16","",""
52267559,2015-01-14,CN-204099125-U,CN,Y02E10/72,F03D7/00,"",""
52267950,2015-01-14,CN-204099520-U,CN,"","F16D27/14,F16H7/02","",""
52268761,2015-01-14,CN-204100338-U,CN,"",F24C15/20,"",""
52270033,2015-01-14,CN-204101615-U,CN,"",G01R19/00,"",""
52271886,2015-01-14,CN-204103485-U,CN,"",H02J3/00,"",""
52276076,2015-01-19,KR-20150006593-A,KR,"B05B12/20,B05C21/005,C23C14/042,H01F7/0252,H01L21/673,H10K71/00,H10K71/166","H01L21/205,H10K99/00","",""
52279261,2015-01-15,WO-2015003263-A1,WO,"G06Q30/0207,G06Q30/0272,H04N21/2407,H04N21/2547,H04N21/47202,H04N21/482,H04N21/64322,H04N21/812","G06Q30/02,H04N21/2547,H04N21/258,H04N21/643","",""
52280024,2015-01-29,JP-2015016430-A,JP,"B01D19/04,D21C3/28","B01D19/04,D21C3/28","",""
52295378,2015-01-05,"JP-2015000567-A,JP-6167687-B2",JP,"","B42D25/26,B42D25/27,B42D25/36,B42D25/378,B42D25/382,G07D7/12","",""
52296329,2015-01-05,JP-2015001842-A,JP,"","B41J29/38,G06F3/12,H04N1/00","",""
52300574,2015-01-08,JP-2015004543-A,JP,"",G01C21/30,"",""
52300679,2015-01-08,JP-2015004699-A,JP,"","G02B7/02,G03B21/14,G03B5/04,H04N5/74","",""
52303255,2015-01-19,JP-2015009716-A,JP,"","B05B1/02,B60S1/66,B60S3/04","",""
52304687,2015-01-19,JP-2015011605-A,JP,"",G06F12/00,"",""
52306269,2015-01-21,CN-104286100-A,CN,"A21D13/80,A21D2/36,A21D2/362,A21D2/366","A21D13/08,A23L33/00","",""
52306881,2015-01-21,CN-104286711-A,CN,"A23L33/10,A23L33/105,A23L7/10,A23V2002/00","A23L33/10,A23L33/105,A23L7/10","",""
52306972,2015-01-21,CN-104286804-A,CN,"A23L27/00,A23L33/00,A23V2002/00","A23L27/26,A23L33/00","",""
52309176,2015-01-21,CN-104289087-A,CN,"","B01D53/14,B01D53/70,B01D53/76,B01D53/86","",""
52309797,2015-01-21,CN-104289719-A,CN,"",B22F7/08,"",""
52310833,2015-01-21,CN-104290824-A,CN,"B60J3/00,B62D33/06","B60J1/20,B60J10/72,B60J10/76,B62D33/06","",""
52311668,2015-01-21,CN-104291675-A,CN,"",C03B35/04,"",""
52312506,2015-01-21,CN-104292538-A,CN,"C08K2201/014,C08L2201/08,C08L2205/035,C08L2205/16,C08L2312/00,C08L9/02","C08K13/02,C08K3/04,C08K3/06,C08K3/22,C08L23/16,C08L27/18,C08L7/00,C08L71/08,C08L9/02","",""
52312862,2015-01-21,CN-104292896-A,CN,"","C09D4/00,C09D4/02,C09D4/06,C09D5/08,C09D7/12","",""
52314395,2015-01-21,CN-104294455-A,CN,"D03D13/008,D03D15/00,D03D21/00,D10B2211/02","D03D13/00,D03D15/233,D03D21/00","",""
52314888,2015-01-21,CN-104294964-A,CN,"","E04B2/56,E04B2/60,E04G21/14","",""
52315185,2015-01-21,CN-104295268-A,CN,E21B34/06,E21B34/06,"",""
52315680,2015-01-21,CN-104295828-A,CN,F16L25/00,"F16J15/43,F16L25/00","",""
52315687,2015-01-21,CN-104295836-A,CN,F16L37/12,F16L37/12,"",""
52316741,2015-01-21,CN-104296911-A,CN,"",G01L5/00,"",""
52317059,2015-01-21,CN-104297235-A,CN,"",G01N21/78,"",""
52317263,2015-01-21,CN-104297442-A,CN,"",G01N33/15,"",""
52317691,2015-01-21,CN-104297892-A,CN,"G01J5/084,G02B7/10","G01J5/08,G02B7/10","",""
52319278,2015-01-21,CN-104299577-A,CN,"",G09G3/34,"",""
52320190,2015-01-21,CN-104300560-A,CN,"H02J3/26,Y02E40/50",H02J3/26,"",""
52321616,2015-01-21,CN-104302121-A,CN,"B32B15/08,C23C18/16,C23C18/30,C23C28/021,C23C28/023,C23C28/32,H05K1/0326,H05K1/0346,H05K1/09,H05K1/111,H05K1/115,H05K1/118,H05K2201/0154,H05K2201/0338,H05K2201/05,H05K3/06,H05K3/18,H05K3/181,H05K3/188,H05K3/381,H05K3/426,H05K3/46,Y10T29/49124,Y10T29/49155","C25D5/54,H05K1/02,H05K3/06,H05K3/38","",""
52322805,2015-01-21,CN-204105433-U,CN,"","A47C27/00,A47C27/15,A47C3/16","",""
52323078,2015-01-21,CN-204105708-U,CN,"","A47J27/04,A47J36/00,A47J36/24","",""
52324326,2015-01-21,CN-204106961-U,CN,"",A63B23/04,"",""
52324738,2015-01-21,CN-204107376-U,CN,"","B01F15/00,B01F7/16","",""
52324786,2015-01-21,CN-204107424-U,CN,"",B01F13/10,"",""
52326775,2015-01-21,CN-204109423-U,CN,"",B31B50/04,"",""
52330447,2015-01-21,CN-204113123-U,CN,"",E21B10/60,"",""
52330833,2015-01-21,CN-204113516-U,CN,Y02E10/20,"F03B11/00,G08B21/00","",""
52331298,2015-01-21,CN-204113985-U,CN,"","D05C13/00,F16F7/00","",""
52332214,2015-01-21,CN-204114908-U,CN,"",F22B37/54,"",""
52332386,2015-01-21,CN-204115082-U,CN,"","F24F1/00,F24F11/00,F24F13/22","",""
52333470,2015-01-21,CN-204116173-U,CN,"",G01N15/00,"",""
52333506,2015-01-21,CN-204116209-U,CN,"",G01N19/04,"",""
52333602,2015-01-21,CN-204116305-U,CN,"",G01N33/00,"",""
52334330,2015-01-21,CN-204117039-U,CN,"",G06F1/16,"",""
52334977,2015-01-21,CN-204117687-U,CN,"",H01B13/00,"",""
52335360,2015-01-21,CN-204118072-U,CN,"","H01L23/60,H01L29/06","",""
52341592,2015-01-13,BR-202012018929-U2,BR,A47C17/62,"A47B85/00,A47C17/52,A47C17/86","",""
52342830,2015-01-28,KR-20150010523-A,KR,"H01L27/1222,H01L27/124,H01L27/1255,H01L29/786,H01L29/78696,H10K59/12,H10K59/1213,H10K59/1216,H10K59/131","H01L21/336,H01L29/786,H01L51/50","",""
52350723,2015-01-27,US-8941837-B1,US,"G01B11/2441,G01B9/02039,G01B9/021,G01M11/005,G01M11/0271,G02B5/32","G01B9/021,G01M11/02,G02B5/32","",""
52359267,2015-01-28,CN-104303826-A,CN,A01G18/20,A01G1/04,"",""
52359883,2015-01-28,CN-104304447-A,CN,"","A23B9/26,A23B9/30","",""
52360137,2015-01-28,CN-104304702-A,CN,"","A23K1/16,A23K1/18","",""
52360175,2015-01-28,CN-104304740-A,CN,Y02P60/87,"A23K1/14,A23K1/16,A23K1/18","",""
52361105,2015-01-28,CN-104305671-A,CN,"A45C3/02,A45C9/00","A45C3/02,A45C9/00","",""
52361219,2015-01-28,CN-104305787-A,CN,"","A47G9/02,B32B25/08,B32B25/20,B32B27/06,B32B27/08,B32B27/12,B32B27/34,B32B27/40,B32B33/00","",""
52361424,2015-01-28,CN-104305999-A,CN,A61B5/1072,A61B5/107,"",""
52361501,2015-01-28,CN-104306078-A,CN,A61C17/26,A61C17/26,"",""
52361785,2015-01-28,CN-104306371-A,CN,"A23V2002/00,A61K31/365,A61K8/4973,A61Q19/00","A23L33/00,A61K31/365,A61K8/49,A61P15/00,A61P15/10,A61Q19/00","",""
52361879,2015-01-28,CN-104306470-A,CN,"A61K36/10,A61K36/185,A61K36/28,A61K36/60,A61K36/71,A61K9/0053,A61K9/0095,A61K9/14,A61K9/20,A61K9/48","A61K36/71,A61P15/00","",""
52363231,2015-01-28,CN-104307842-A,CN,"","B09B3/00,B09B5/00,B65G33/14,B65G33/26","",""
52363261,2015-01-28,CN-104307872-A,CN,"","B21B13/08,B21B35/04","",""
52363646,2015-01-28,CN-104308259-A,CN,"B25F5/02,B27B9/00","B23D45/16,B23D47/00","",""
52363905,2015-01-28,CN-104308522-A,CN,B23P19/06,B23P19/06,"",""
52364329,2015-01-28,CN-104308951-A,CN,"B28B13/02,B28B17/00","B28B1/00,B28B17/00","",""
52365772,2015-01-28,CN-104310418-A,CN,"",C01B33/32,"",""
52366254,2015-01-28,CN-104310903-A,CN,Y02W30/91,"C04B18/30,C04B28/04","",""
52366375,2015-01-28,CN-104311025-A,CN,"","C04B35/495,C04B35/622","",""
52366402,2015-01-28,CN-104311052-A,CN,C04B35/66,C04B35/66,"",""
52366688,2015-01-28,CN-104311338-A,CN,"C05C1/00,C05F17/00,C05G3/00","C05F11/08,C05G3/00","",""
52366802,2015-01-28,CN-104311453-A,CN,"","C07C259/02,C07D271/07,C07D413/10","",""
52367262,2015-01-28,CN-104311936-A,CN,"","C08K13/06,C08K3/08,C08K3/34,C08K9/10,C08L11/00,C08L23/34","",""
52367606,2015-01-28,CN-104312281-A,CN,"C09D11/03,C09D11/103","C09D11/03,C09D11/103","",""
52368434,2015-01-28,CN-104313125-A,CN,C12Q1/6851,"C12N15/11,C12Q1/68","",""
52368957,2015-01-28,CN-104313653-A,CN,"","C25D1/04,C25D3/38","",""
52369306,2015-01-28,CN-104314005-A,CN,E01D21/00,E01D21/00,"",""
52369541,2015-01-28,CN-104314240-A,CN,"",E04C5/18,"",""
52371574,2015-01-28,CN-104316312-A,CN,"","G01M13/00,G01M7/08,G01N17/00,G01N3/00,G01Q30/02","",""
52371899,2015-01-28,CN-104316640-A,CN,"",G01N30/88,"",""
52372654,2015-01-28,CN-104317415-A,CN,"","G06F3/023,G06F9/455","",""
52373614,2015-01-28,CN-104318386-A,CN,"G06Q10/06315,G06Q10/06316,G06Q50/10","G06Q10/06,G06Q50/10","",""
52375162,2015-01-28,CN-104319963-A,CN,"",H02K15/14,"",""
52375553,2015-01-28,CN-104320382-A,CN,"G06F9/5027,H04L49/9057,H04L65/60","G06F9/50,H04L29/06,H04L29/08","",""
52375658,2015-01-28,CN-104320490-A,CN,"H04L65/1104,H04L67/06",H04L29/08,"",""
52375780,2015-01-28,CN-104320617-A,CN,"","G06T7/00,H04N7/18","",""
52376323,2015-01-28,CN-204119921-U,CN,"Y02E10/72,Y02P60/12","A01C23/04,A01G27/00,F03D9/02","",""
52376413,2015-01-28,CN-204120011-U,CN,"",A01K63/04,"",""
52376951,2015-01-28,CN-204120552-U,CN,"","A47B81/00,E06B3/46","",""
52377469,2015-01-28,CN-204121075-U,CN,"",A61B9/00,"",""
52377614,2015-01-28,CN-204121221-U,CN,"","A61F5/01,A61F5/058,A61F5/37","",""
52380710,2015-01-28,CN-204124330-U,CN,"",B63B35/44,"",""
52380717,2015-01-28,CN-204124337-U,CN,"",B63C9/04,"",""
52381787,2015-01-28,CN-204125414-U,CN,"","C09C1/50,C09C1/56","",""
52382034,2015-01-28,CN-204125663-U,CN,"",D03D49/12,"",""
52382575,2015-01-28,CN-204126208-U,CN,"",E04F17/02,"",""
52382622,2015-01-28,CN-204126255-U,CN,"","E04G11/04,E04G11/36","",""
52382903,2015-01-28,CN-204126536-U,CN,"",E06B9/52,"",""
52383073,2015-01-28,CN-204126708-U,CN,"","F01N13/00,F01N13/08","",""
52383772,2015-01-28,CN-204127414-U,CN,"",F16K17/06,"",""
52384100,2015-01-28,CN-204127746-U,CN,"","F21S4/20,F21V19/00,F21V23/00,F21Y103/10,F21Y115/10","",""
